Block,District,Ward,Beat,location_id
084XX S HONORE ST,6,21,614,38688
005XX W Hawthorne pl,19,44,1925,38689
022XX W WARREN BLVD,12,27,1223,38690
009XX W WEED ST,18,27,1822,38691
012XX N BOSWORTH AVE,14,2,1433,38692
041XX W HIRSCH ST,25,26,2534,38693
104XX S Christiana ave,22,19,2211,38694
065XX S WESTERN AVE,8,16,832,38695
013XX S Ashland Ave,12,2,1233,38696
021XX N LAWLER AVE,25,36,2522,38697
024XX N BERNARD ST,14,35,1413,38698
022XX W Sunnyside Ave,19,47,1911,38699
030XX N OLEANDER AVE,25,29,2511,38700
001XX E 81ST ST,6,6,631,38701
023XX W GRENSHAW ST,12,28,1225,38702
011XX N CLARK ST,18,27,1824,38703
015XX N Kolin Ave,25,26,2534,38704
103XX S ELIZABETH ST,22,34,2232,38705
046XX S CICERO AVE,8,22,814,38706
002XX S DESPLAINES ST,1,42,121,38707
027XX W GLENLAKE AVE,24,40,2413,38708
061XX S KEELER AVE,8,23,813,38709
001XX E DELAWARE PL,18,2,1833,38710
035XX N MELVINA AVE,16,38,1633,38711
011XX S THROOP ST,12,28,1231,38712
026XX W 21ST ST,10,24,1023,38713
014XX N Wells ST,18,27,1821,38714
012XX N CENTRAL PARK AVE,14,26,1422,38715
010XX W BYRON ST,19,46,1923,38716
083XX S HERMITAGE AVE,6,21,614,38717
003XX N LARAMIE AVE,15,37,1523,38718
004XX W NORTH AVE,18,2,1821,38719
006XX E 31ST DR,2,4,211,38720
025XX N DRAKE AVE,14,35,1413,38721
053XX S LAKE PARK AVE W,2,5,234,38722
015XX W Augusta blvd,12,27,1213,38723
045XX N CENTRAL PARK AVE,17,35,1723,38724
037XX W WILSON AVE,17,35,1723,38725
069XX N MENDOTA AVE,16,41,1621,38726
002XX E CHESTNUT ST,18,2,1833,38727
054XX N MASON AVE,16,45,1622,38728
023XX E 75TH ST,1,7,334,38729
045XX N Albany Ave,17,33,1724,38730
050XX S CARPENTER ST,9,20,933,38731
020XX W 35TH ST,9,12,912,38732
052XX S LOCKWOOD AVE,8,14,814,38733
013XX N PULASKI RD,25,37,2535,38734
075XX N SACRAMENTO AVE,24,50,2411,38735
017XX N BURLING ST,18,2,1813,38736
031XX N Ashland Ave,19,32,1932,38737
010XX W Madison St,12,2,1232,38738
012XX N MILWAUKEE AVE,14,2,1433,38739
036XX N NEWCASTLE AVE,16,38,1632,38740
0000X N WESTERN AVE,12,27,1223,38741
073XX S HALSTED ST,7,6,733,38742
085XX W HIGGINS rd,16,41,1614,38743
054XX S BISHOP ST,9,20,934,38744
034XX S HAMLIN AVE,10,22,1031,38745
061XX N WESTERN AVE,24,40,2413,38746
003XX W Lake St,1,42,122,38747
038XX W PETERSON AVE,17,39,1711,38748
038XX W 108th pl,22,19,2211,38749
060XX W DIVERSEY AVE,25,30,2512,38750
002XX W CALHOUN PL,1,42,122,38751
007XX W Webster Ave,18,43,1812,38752
076XX S LOWE AVE,6,6,621,38753
063XX N GLENWOOD AVE,24,48,2433,38754
016XX W 37TH PL,9,12,912,38755
099XX S VINCENNES AVE,22,21,2232,38756
005XX S STATE ST,1,4,123,38757
026XX W POPE JOHN PAUL II DR,9,15,922,38758
063XX S MAPLEWOOD AVE,8,16,825,38759
061XX S Drexel Ave,3,20,313,38760
015XX N SEDGWICK ST,18,2,1821,38761
040XX W AINSLIE ST,17,39,1712,38762
022XX N JANSSEN AVE,18,2,1811,38763
037XX W AGATITE AVE,17,35,1723,38764
004XX W VAN BUREN ST,1,42,121,38765
024XX E 107TH ST,4,7,434,38766
061XX N FAIRFIELD AVE,24,40,2413,38767
073XX S BLACKSTONE AVE,3,8,324,38768
006XX W 54TH PL,9,20,935,38769
022XX S TROY ST,10,12,1033,38770
080XX S CHRISTIANA AVE,8,18,834,38771
002XX W 75TH ST,6,6,623,38772
075XX S DORCHESTER AVE,4,8,411,38773
015XX N WASHTENAW AVE,14,1,1423,38774
034XX W 75TH ST,8,18,835,38775
013XX N LEAVITT ST,14,2,1424,38776
009XX N CHRISTIANA AVE,11,27,1121,38777
010XX E 65TH ST,3,20,321,38778
052XX S CARPENTER ST,9,20,934,38779
022XX E 103RD ST,4,7,434,38780
019XX E 73RD PL,3,7,333,38781
056XX N PULASKI RD,17,39,1711,38782
071XX S KEDZIE AVE,8,17,831,38783
033XX N OZARK AVE,16,38,1631,38784
001XX E 28TH PL,1,2,133,38785
033XX W BRYN MAWR AVE,17,39,1712,38786
020XX W THOMAS ST,12,2,1212,38787
059XX S NEWCASTLE AVE,8,13,811,38788
046XX S ALBANY AVE,9,15,922,38789
062XX W 52ND ST,8,23,811,38790
026XX W WASHINGTON BLVD,12,27,1222,38791
061XX N CENTRAL AVE,16,41,1621,38792
006XX W Jackson Blvd,1,2,121,38793
047XX W GRAND AVE,25,36,2533,38794
035XX W BELDEN AVE,14,35,1413,38795
063XX W 59TH ST,8,13,811,38796
047XX S WESTERN BLVD,9,15,931,38797
020XX N SAWYER AVE,14,26,1413,38798
017XX W LE MOYNE ST,14,2,1433,38799
021XX N MASON AVE,25,36,2515,38800
012XX W 108th pl,22,34,2234,38801
019XX W Berwyn Ave,20,40,2012,38802
067XX S DAMEN AVE,7,16,726,38803
052XX N Ravenswood Ave,20,40,2012,38804
042XX S TALMAN AVE,9,15,921,38805
042XX N clarendon ave,19,46,1915,38806
022XX W Monroe St,12,2,1223,38807
084XX S WINCHESTER AVE,6,21,614,38808
039XX W PALMER ST,25,35,2525,38809
034XX W 73RD ST,8,17,831,38810
070XX N LEHIGH AVE,16,41,1621,38811
024XX N HAMLIN AVE,25,31,2524,38812
042XX S LAKE SHORE DR SB,2,4,214,38813
022XX W WINONA ST,20,40,2031,38814
034XX N OSAGE AVE,16,38,1631,38815
015XX S CALIFORNIA BLVD,10,24,1022,38816
012XX W WINNEMAC AVE,20,47,2033,38817
019XX W Harrison St,12,28,1225,38818
032XX S BELL AVE,9,25,912,38819
037XX S WOOD ST,9,12,912,38820
038XX W LE MOYNE ST,25,26,2535,38821
015XX N CLARK ST,18,2,1821,38822
028XX N TALMAN AVE,14,33,1411,38823
102XX S FRANCISCO AVE,22,19,2211,38824
003XX W SCOTT ST,18,27,1821,38825
005XX W CABRINI ST,1,2,124,38826
013XX N ELSTON AVE,14,27,1433,38827
003XX S THROOP ST,12,27,1231,38828
064XX S ROCKWELL ST,8,16,825,38829
003XX S Wacker DR,1,2,122,38830
020XX W 63RD ST,7,16,714,38831
047XX N CLARK ST,19,46,1913,38832
009XX W Belmont Ave,19,44,1933,38833
020XX W WARREN BLVD,12,27,1223,38834
013XX N AVERS AVE,25,26,2535,38835
057XX S ARCHER AVE,8,14,814,38836
007XX N CLARK ST,18,2,1832,38837
010XX W 69TH ST,7,6,733,38838
033XX N Seminary Ave,19,44,1924,38839
021XX W CHURCHILL ROW,14,32,1434,38840
047XX W PATTERSON AVE,17,30,1731,38841
002XX W MONROE ST,1,42,122,38842
042XX N ST LOUIS AVE,17,35,1723,38843
057XX N PULASKI RD,17,39,1711,38844
041XX S CICERO AVE,8,22,814,38845
010XX E 60TH ST,2,20,235,38846
001XX W Huron St,18,42,1832,38847
012XX N CLARK ST,18,2,1821,38848
010XX W VAN BUREN ST,12,25,1232,38849
055XX S HAMLIN AVE,8,14,822,38850
098XX S ABERDEEN ST,22,34,2223,38851
037XX S WESTERN BLVD,9,11,912,38852
047XX S CICERO AVE,8,22,814,38853
0000X W CTA 69TH ST LN,7,6,731,38854
012XX W ERIE ST,12,1,1215,38855
034XX N NEVA AVE,16,38,1632,38856
050XX N SAWYER AVE,17,33,1713,38857
008XX S MICHIGAN AVE,1,4,123,38858
0000X W Superior St,18,42,1832,38859
014XX W 47TH ST,9,15,924,38860
063XX N KOLMAR AVE,17,39,1711,38861
017XX W 47TH ST,9,15,931,38862
066XX W MELROSE ST,16,36,1632,38863
020XX S ARCHER AVE,1,3,131,38864
034XX W 64TH PL,8,23,823,38865
006XX S LAFLIN ST,12,28,1231,38866
021XX N SHEFFIELD AVE,18,43,1811,38867
036XX N NARRAGANSETT AVE,16,36,1633,38868
007XX S ADA ST,12,28,1231,38869
015XX N DAYTON ST,18,2,1822,38870
015XX E 64TH ST,3,5,314,38871
001XX E BALBO DR,1,4,114,38872
115XX S STONY ISLAND AVE,4,10,434,38873
012XX E 76TH ST,4,5,411,38874
024XX S INDIANA AVE,1,3,132,38875
048XX S LAWLER AVE,8,22,814,38876
030XX N OAKLEY AVE,19,32,1931,38877
014XX W 49TH PL,9,20,933,38878
026XX N SAYRE AVE,25,29,2512,38879
002XX W Kinzie St,18,42,1831,38880
060XX S INGLESIDE AVE,2,20,235,38881
011XX S COLUMBUS DR,1,4,114,38882
023XX W HARRISON ST,12,28,1225,38883
065XX S DAMEN AVE,7,16,726,38884
020XX N KEDZIE AVE,14,26,1413,38885
036XX W LAWRENCE AVE,17,35,1723,38886
050XX S LEAVITT ST,9,15,931,38887
035XX W FULLERTON AVE,14,35,1413,38888
086XX S HONORE ST,6,21,614,38889
012XX S PAULINA ST,12,28,1233,38890
108XX S AVENUE J,4,10,432,38891
048XX W NEWPORT AVE,16,31,1634,38892
060XX S SPAULDING AVE,8,23,823,38893
039XX W 63RD ST,8,23,823,38894
016XX N ELSTON AVE,14,2,1433,38895
071XX S CONSTANCE AVE,3,7,324,38896
021XX N KEELER AVE,25,35,2522,38897
046XX N Broadway,19,46,1913,38898
029XX N Clybourn Ave,19,32,1931,38899
013XX S OAKLEY AVE,12,28,1233,38900
017XX W 80TH ST,6,17,611,38901
037XX E 134TH ST,4,10,433,38902
075XX S WOLCOTT AVE,6,17,611,38903
0000X W CONGRESS PKWY,1,4,113,38904
049XX W BELDEN AVE,25,36,2522,38905
053XX N LARNED AVE,16,45,1623,38906
106XX S CALIFORNIA AVE,22,19,2211,38907
063XX N LAKEWOOD AVE,24,48,2433,38908
056XX W MELROSE ST,16,30,1633,38909
027XX N AUSTIN AVE,25,30,2512,38910
037XX W 65TH ST,8,23,833,38911
014XX S State St,1,2,131,38912
104XX S LONGWOOD DR,22,19,2212,38913
0000X E CONGRESS PKWY,1,4,113,38914
047XX N WASHTENAW AVE,19,40,1911,38915
027XX W 107TH ST,22,19,2211,38916
036XX S WESTERN BLVD,9,12,912,38917
022XX N Central Park Ave,25,26,2525,38918
014XX E 75TH ST,4,8,411,38919
032XX W 77TH ST,8,18,835,38920
035XX N AVONDALE AVE,17,35,1732,38921
024XX W IOWA ST,12,26,1212,38922
008XX S ADA ST,12,28,1231,38923
028XX E 103RD ST,4,10,431,38924
0000X W B8 ST,16,41,1651,38925
009XX W Belmont ave,19,44,1924,38926
026XX W LE MOYNE ST,14,1,1423,38927
001XX E 89TH ST,6,9,632,38928
023XX W TAYLOR ST,12,28,1225,38929
030XX W FOSTER AVE,17,40,1712,38930
002XX S GREEN ST,12,27,1232,38931
033XX W EISENHOWER EXPY OB,11,24,1134,38932
052XX S LOOMIS BLVD,9,20,934,38933
083XX S COMMERCIAL AVE,4,7,424,38934
007XX W Oakdale Ave,19,44,1934,38935
014XX W 86TH ST,6,21,614,38936
011XX W 53RD ST,9,20,934,38937
017XX S NEWBERRY AVE,12,11,1235,38938
024XX S WENTWORTH AVE,9,11,914,38939
029XX S WABASH AVE,1,3,133,38940
059XX W WARWICK AVE,16,36,1633,38941
020XX W Addison ST,19,47,1921,38942
012XX W 72ND ST,7,6,734,38943
028XX W LAKE ST,12,27,1222,38944
096XX S CALUMET AVE,5,9,511,38945
022XX W 113TH PL,22,19,2212,38946
032XX N BAY CT,17,33,1733,38947
093XX S CALUMET AVE,6,9,633,38948
048XX N LAWNDALE AVE,17,35,1712,38949
029XX N TROY ST,14,33,1411,38950
058XX W ADDISON ST,16,36,1633,38951
014XX E 71ST ST,3,8,324,38952
050XX W 51ST ST,8,22,814,38953
051XX N NORMANDY AVE,16,45,1613,38954
007XX E 89TH ST,6,8,633,38955
019XX W 34TH PL,9,12,912,38956
004XX N PAULINA ST,12,1,1215,38957
061XX S KOMENSKY AVE,8,23,813,38958
076XX S WOLCOTT AVE,6,17,611,38959
009XX W 14TH PL,12,11,1232,38960
033XX W 66TH PL,8,23,831,38961
065XX S ABERDEEN ST,7,16,724,38962
049XX S Blackstone Ave,2,4,222,38963
073XX S CHICAGO SKYWAY OB,3,8,323,38964
013XX E 71ST PL,3,8,324,38965
023XX W BERTEAU AVE,19,47,1911,38966
060XX N Broadway,24,48,2433,38967
013XX W Randolph St,12,27,1224,38968
004XX W 125TH ST,5,34,523,38969
023XX W CHASE AVE,24,50,2411,38970
050XX N GLENWOOD AVE,20,47,2033,38971
066XX S PEORIA ST,7,6,723,38972
061XX S ASHLAND AVE,7,16,713,38973
019XX S DESPLAINES ST,12,25,1235,38974
067XX S LAFLIN ST,7,16,725,38975
001XX N Desplaines St,1,42,121,38976
044XX S KEATING AVE,8,22,815,38977
018XX S UNION AVE,12,11,1235,38978
055XX S MELVINA AVE,8,13,811,38979
077XX S KOSTNER AVE,8,18,834,38980
017XX S UNION AVE,12,11,1235,38981
013XX N SANDBURG TER,18,2,1821,38982
044XX W 15TH ST,10,24,1011,38983
004XX W 122ND ST,5,34,523,38984
037XX W 62ND ST,8,23,823,38985
020XX S DEARBORN ST,1,3,131,38986
021XX N KENMORE AVE,18,43,1811,38987
029XX N RICHMOND ST,14,33,1411,38988
038XX W 64TH PL,8,23,823,38989
043XX W BARRY AVE,25,31,2523,38990
007XX W 96TH ST,22,21,2223,38991
064XX N NEVA AVE,16,41,1611,38992
090XX S LANGLEY AVE,6,8,633,38993
013XX W OHIO ST,12,1,1215,38994
016XX N HUDSON AVE,18,2,1813,38995
009XX W ADAMS ST,12,25,1232,38996
058XX S LOWE AVE,7,20,711,38997
025XX N SPRINGFIELD AVE,25,31,2524,38998
013XX S FEDERAL ST,1,3,131,38999
027XX W GRANVILLE AVE,24,40,2413,39000
058XX S SEELEY AVE,7,15,715,39001
038XX W 73RD ST,8,13,833,39002
046XX W WARWICK AVE,17,30,1731,39003
012XX W 50TH ST,9,20,933,39004
004XX S DEARBORN ST,1,4,113,39005
025XX S LOWE AVE,9,11,914,39006
098XX S UNION AVE,22,34,2223,39007
050XX S JUSTINE ST,9,20,933,39008
063XX S KEDZIE AVE,8,17,823,39009
045XX N AVERS AVE,17,35,1723,39010
014XX E 74TH ST,3,8,324,39011
046XX W 61ST ST,8,13,813,39012
016XX W JULIAN ST,14,2,1433,39013
019XX W North Ave,14,1,1424,39014
046XX W MONTROSE AVE,17,38,1722,39015
008XX S STATE ST,1,4,123,39016
003XX W 46TH PL,9,3,925,39017
041XX S FRANCISCO AVE,9,12,921,39018
093XX S INDIANA AVE,6,9,633,39019
060XX S JUSTINE ST,7,16,713,39020
051XX S NAGLE AVE,8,14,811,39021
015XX W WASHBURNE AVE,12,28,1233,39022
016XX W VAN BUREN ST,12,27,1231,39023
005XX E 91ST ST,6,9,633,39024
040XX N HAMLIN AVE,17,45,1723,39025
056XX S ROCKWELL ST,8,15,824,39026
029XX W 62ND ST,8,16,823,39027
031XX N BELMONT HARBOR ACCESS RD,19,44,1934,39028
023XX N WOOD ST,18,32,1811,39029
018XX S DESPLAINES ST,12,11,1235,39030
034XX W 74TH ST,8,17,835,39031
008XX W George ST,19,44,1933,39032
069XX S ABERDEEN ST,7,6,733,39033
019XX W 79TH ST,6,17,611,39034
103XX S TORRENCE AVE,4,7,434,39035
065XX S SANGAMON ST,7,6,723,39036
023XX N MC VICKER AVE,25,36,2512,39037
0000X W MARBLE PL,1,42,112,39038
016XX N LA SALLE DR,18,2,1814,39039
051XX N NATOMA AVE,16,45,1613,39040
011XX W MARQUETTE RD,7,16,724,39041
009XX W JACKSON BLVD,12,25,1232,39042
027XX W 66TH ST,8,17,831,39043
016XX W ADAMS ST,12,28,1224,39044
020XX W RICE ST,12,2,1212,39045
096XX S MICHIGAN AVE,5,9,511,39046
032XX W 61ST ST,8,23,823,39047
016XX W Warren Blvd,12,27,1224,39048
055XX S MERRIMAC AVE,8,13,811,39049
036XX N PAGE AVE,16,38,1631,39050
052XX S AUSTIN AVE,8,14,811,39051
001XX W MAPLE ST,18,2,1824,39052
013XX W RANDOLPH SD,12,27,1224,39053
061XX N TALMAN AVE,24,40,2413,39054
003XX W 76TH ST,6,6,623,39055
002XX S Wacker Dr,1,42,122,39056
017XX W Lawrence Ave,19,47,1912,39057
041XX N PITTSBURGH AVE,16,38,1614,39058
068XX S WASHTENAW AVE,8,17,831,39059
016XX E HYDE PARK BLVD,2,5,234,39060
032XX S Wells St,9,11,915,39061
038XX E 114TH ST,4,10,433,39062
053XX N NASHVILLE AVE,16,45,1613,39063
012XX S LOOMIS ST,12,28,1233,39064
005XX W NORTH AVE,18,2,1821,39065
029XX W 82ND ST,7,18,835,39066
0000X S LAKE SHORE DR SB,1,42,114,39067
060XX N WASHTENAW AVE,24,40,2413,39068
035XX S WOLCOTT AVE,9,12,912,39069
026XX S KEDZIE AVE,10,12,1032,39070
001XX N canal st,1,42,121,39071
007XX W MONROE ST,1,42,121,39072
083XX S PAXTON AVE,4,7,412,39073
066XX S SEELEY AVE,7,16,726,39074
038XX W LAWRENCE AVE,17,35,1723,39075
005XX W ROOSEVELT RD,1,25,124,39076
019XX N lincoln ave,18,43,1814,39077
001XX W CHICAGO AVE,18,2,1832,39078
004XX N HAMLIN AVE,11,37,1122,39079
061XX S MOODY AVE,8,13,812,39080
013XX S RIDGEWAY AVE,10,24,1011,39081
034XX S LA SALLE ST,2,11,211,39082
007XX S PAULINA ST,12,27,1231,39083
017XX N Marshfield Ave,14,32,1433,39084
019XX E 88TH ST,4,8,412,39085
033XX N LINCOLN AVE,19,47,1922,39086
058XX S MARSHFIELD AVE,7,16,715,39087
081XX S SCOTTSDALE AVE,8,18,834,39088
017XX N CLYBOURN AVE,18,32,1811,39089
032XX N OKETO AVE,16,29,1631,39090
016XX N HONORE ST,14,2,1434,39091
083XX S WOOD ST,6,21,614,39092
032XX N OVERHILL AVE,16,38,1631,39093
026XX N CALIFORNIA AVE,14,32,1411,39094
029XX W Lake st,12,27,1222,39095
048XX N MAGNOLIA AVE,20,47,2033,39096
029XX W DICKENS AVE,14,1,1414,39097
064XX S SACRAMENTO AVE,8,17,823,39098
018XX N NASHVILLE AVE,25,29,2513,39099
0000X W VAN BUREN ST,1,4,113,39100
054XX W AGATITE AVE,16,38,1623,39101
013XX W WASHBURNE AVE,12,25,1233,39102
060XX S TALMAN AVE,8,16,825,39103
023XX N LAVERGNE AVE,25,36,2522,39104
002XX W NORTH AVE,18,2,1814,39105
005XX S HOMAN AVE,11,28,1133,39106
022XX N CLYBOURN AVE,18,2,1811,39107
063XX N CALDWELL AVE,16,45,1621,39108
038XX N KILPATRICK AVE,17,45,1731,39109
093XX S FOREST AVE,6,9,633,39110
061XX S SACRAMENTO AVE,8,16,823,39111
016XX N HARDING AVE,25,26,2535,39112
012XX W ADAMS ST,12,28,1231,39113
084XX S MARSHFIELD AVE,6,21,614,39114
003XX N AVERS AVE,11,37,1122,39115
066XX N GLENWOOD AVE,24,49,2432,39116
002XX S SANGAMON ST,12,25,1232,39117
052XX S LUNA AVE,8,14,814,39118
008XX E 134TH ST,5,9,533,39119
055XX W HENDERSON ST,16,36,1633,39120
006XX W Belmont Ave,19,44,1925,39121
044XX S Komensky Ave,8,14,815,39122
014XX W FILLMORE ST,12,28,1231,39123
052XX W AGATITE AVE,16,38,1623,39124
050XX S RACINE AVE,9,20,933,39125
069XX S CAMPBELL AVE,8,17,832,39126
031XX N PARKSIDE AVE,25,31,2514,39127
095XX S CALHOUN AVE,4,10,431,39128
050XX W ERIE ST,15,37,1532,39129
019XX W OGDEN AVE,12,27,1231,39130
009XX W CASTLEWOOD TER,20,46,2024,39131
037XX W BELDEN AVE,18,35,2525,39132
080XX W ROSCOE ST,16,36,1631,39133
095XX S FOREST AVE,5,9,511,39134
040XX W MELROSE ST,17,30,1731,39135
021XX W PRATT BLVD,24,50,2412,39136
004XX S DAMEN AVE,12,27,1225,39137
026XX W 65TH ST,8,16,825,39138
012XX W HARRISON ST,12,25,1231,39139
054XX S RIDGEWOOD CT,2,5,234,39140
032XX N Clark St,19,44,1924,39141
013XX W Fargo Ave,24,49,2422,39142
078XX S KILPATRICK AVE,8,18,834,39143
007XX W 36TH ST,9,11,915,39144
020XX W CONCORD PL,14,2,1434,39145
056XX W FULLERTON AVE,25,36,2515,39146
083XX S LUELLA AVE,4,7,412,39147
046XX S CICERO AVE,8,22,815,39148
006XX S LA SALLE ST,1,4,123,39149
047XX W ARMITAGE AVE,25,36,2533,39150
034XX W SUNNYSIDE AVE,17,35,1723,39151
007XX W 18TH ST,12,11,1235,39152
065XX S JUSTINE ST,7,16,725,39153
015XX W FULLERTON AVE,18,2,1811,39154
015XX W 70TH ST,7,16,734,39155
050XX S LAKE SHORE DR SB,2,5,222,39156
066XX S RACINE AVE,7,16,724,39157
029XX W VAN BUREN ST,11,27,1124,39158
102XX S TORRENCE AVE,4,7,431,39159
041XX W 82ND ST,8,18,834,39160
031XX N WASHTENAW AVE,14,33,1411,39161
061XX W PALMER ST,25,29,2512,39162
0000X E JACKSON BLVD,1,4,113,39163
067XX S MORGAN ST,7,6,724,39164
070XX S TALMAN AVE,8,17,831,39165
017XX N SPRINGFIELD AVE,25,26,2535,39166
013XX S HALSTED ST,12,11,1232,39167
033XX E 134TH ST,4,10,433,39168
025XX S HALSTED ST,9,11,914,39169
025XX W 26TH ST,10,24,1034,39170
028XX W 63RD ST,8,17,823,39171
016XX W 62ND ST,7,16,714,39172
047XX W VAN BUREN ST,11,28,1131,39173
032XX W FULLERTON AVE,14,32,1413,39174
070XX W DIVERSEY AVE,25,29,2512,39175
053XX S EMERALD AVE,9,20,935,39176
042XX S RICHMOND ST,9,15,921,39177
015XX E 71ST PL,3,7,324,39178
074XX S PRINCETON AVE,7,6,731,39179
047XX N SPRINGFIELD AVE,17,35,1723,39180
006XX E 69TH ST,3,20,321,39181
049XX W BALMORAL AVE,16,39,1621,39182
027XX N MOZART ST,14,32,1411,39183
011XX N Cleveland ave,18,27,1823,39184
010XX S WABASH AVE,1,4,123,39185
064XX S FAIRFIELD AVE,8,17,825,39186
021XX N Dayton ST,18,43,1812,39187
029XX N HOYNE AVE,19,32,1931,39188
024XX W RICE ST,12,26,1212,39189
001XX W CONGRESS PKWY,1,4,123,39190
001XX N Lamon Ave,15,28,1532,39191
034XX N Springfield ave,17,30,1732,39192
025XX N RIDGEWAY AVE,25,31,2524,39193
051XX S THROOP ST,9,20,934,39194
066XX S FAIRFIELD AVE,8,17,831,39195
012XX W Adams St,12,27,1231,39196
066XX W GRAND AVE,25,29,2512,39197
020XX E 103RD ST,4,10,431,39198
069XX S LOOMIS BLVD,7,6,734,39199
041XX W 59TH ST,8,23,813,39200
086XX S Champlain Ave,6,6,632,39201
039XX N KEELER AVE,17,45,1731,39202
040XX N Kenneth Ave,17,45,1722,39203
043XX W HENDERSON ST,17,30,1731,39204
040XX S SACRAMENTO AVE,9,12,921,39205
014XX W SUNNYSIDE AVE,19,46,1913,39206
020XX W MAYPOLE AVE,12,27,1223,39207
008XX S CLAREMONT AVE,12,28,1225,39208
088XX S PRAIRIE AVE,6,9,632,39209
030XX S CALIFORNIA AVE,10,24,1033,39210
020XX N KARLOV AVE,25,35,2525,39211
014XX N KEDVALE AVE,25,26,2534,39212
054XX W SUNNYSIDE AVE,16,38,1623,39213
013XX N Greenview Ave,14,1,1433,39214
043XX S MARSHFIELD AVE,9,15,924,39215
047XX S LEAMINGTON AVE,8,22,814,39216
030XX W 41ST PL,9,15,921,39217
042XX N KIMBALL AVE,17,35,1723,39218
070XX S ADA ST,7,6,734,39219
048XX N CHRISTIANA AVE,17,33,1713,39220
010XX W HARRISON ST,12,2,1232,39221
055XX W HENDERSON ST,16,30,1633,39222
009XX W MADISON ST,12,25,1232,39223
004XX W HARRISON ST,1,25,124,39224
018XX N SPAULDING AVE,14,1,1422,39225
070XX S LOOMIS BLVD,7,6,734,39226
022XX N SEDGWICK ST,18,43,1814,39227
014XX N CLARK ST,18,2,1821,39228
079XX S KOLMAR AVE,8,18,834,39229
013XX W LOYOLA AVE,24,49,2432,39230
002XX N PINE AVE,15,37,1523,39231
043XX W ARMITAGE AVE,25,35,2522,39232
097XX S MORGAN ST,22,34,2223,39233
034XX W Lyndale St,14,26,1413,39234
013XX S PRAIRIE AVE,1,3,132,39235
046XX S WOLCOTT AVE,9,15,924,39236
021XX W Schiller ST,14,32,1424,39237
061XX W DIVERSEY AVE,25,30,2511,39238
023XX W 51ST ST,9,15,923,39239
011XX W 15TH ST,12,11,1232,39240
018XX W 47TH ST,9,15,931,39241
031XX W 42ND ST,9,15,921,39242
059XX S ASHLAND AVE,7,16,714,39243
019XX N KILDARE AVE,25,35,2534,39244
026XX W 104TH PL,22,19,2211,39245
018XX S CENTRAL PARK AVE,10,24,1024,39246
016XX W NORTH AVE,14,2,1433,39247
026XX N Wilton AVe,19,43,1935,39248
049XX W HENDERSON ST,16,31,1634,39249
016XX W 50TH ST,9,20,931,39250
060XX W FLETCHER ST,25,30,2511,39251
035XX W 72ND ST,8,17,831,39252
019XX W ARGYLE ST,20,40,2032,39253
083XX S WOLCOTT AVE,6,21,614,39254
010XX W ARTHINGTON ST,12,25,1232,39255
021XX N LONG AVE,25,36,2515,39256
013XX W VAN BUREN ST,12,27,1231,39257
006XX W ROOSEVELT RD,1,25,124,39258
032XX N LECLAIRE AVE,16,31,1634,39259
063XX W 56TH ST,8,13,811,39260
026XX N MULLIGAN AVE,25,30,2512,39261
020XX W 80TH PL,6,18,614,39262
035XX S ASHLAND AVE,9,12,912,39263
007XX W North ave,18,27,1822,39264
046XX S MOZART ST,9,15,922,39265
053XX W NEWPORT AVE,16,30,1634,39266
065XX S RICHMOND ST,8,17,831,39267
060XX S STONY ISLAND AVE,3,5,331,39268
027XX W 63RD ST,8,16,825,39269
050XX S LECLAIRE AVE,8,22,814,39270
019XX W 47TH ST,9,15,924,39271
030XX N OKETO AVE,25,29,2511,39272
020XX W MARQUETTE RD,7,16,726,39273
018XX N TRIPP AVE,25,35,2534,39274
010XX W TAYLOR ST,12,11,1232,39275
008XX S DAMEN AVE,12,27,1225,39276
056XX W SCHOOL ST,16,36,1633,39277
021XX N LAPORTE AVE,25,36,2522,39278
032XX W 64TH PL,8,17,823,39279
038XX S HONORE ST,9,12,912,39280
046XX S FAIRFIELD AVE,9,15,922,39281
024XX S ROCKWELL ST,10,24,1034,39282
029XX W 35TH ST,9,12,911,39283
018XX W 117TH ST,22,34,2234,39284
038XX W HURON ST,11,37,1122,39285
065XX S PEORIA ST,7,6,723,39286
049XX N HOYNE AVE,20,40,2032,39287
092XX S CALUMET AVE,6,9,633,39288
047XX N MONTICELLO AVE,17,35,1723,39289
013XX W 14TH ST,12,25,1233,39290
008XX N WELLS ST,18,2,1832,39291
035XX W 73RD PL,8,17,835,39292
028XX W POLK ST,11,28,1135,39293
025XX E 95TH PL,4,10,431,39294
069XX S THROOP ST,7,6,734,39295
008XX W ROOSEVELT RD,12,11,1232,39296
026XX W 45TH ST,9,15,922,39297
066XX S HAMILTON AVE,7,16,726,39298
062XX W 65TH ST,8,23,812,39299
021XX W NORTH AVE,14,2,1424,39300
026XX N MAGNOLIA AVE,19,43,1932,39301
034XX N ODELL AVE,16,38,1631,39302
069XX S WASHTENAW AVE,8,17,831,39303
019XX N LEAMINGTON AVE,25,37,2533,39304
019XX S PRAIRIE AVE,1,3,132,39305
028XX E 88TH ST,4,7,423,39306
052XX S ELLIS AVE,2,5,233,39307
017XX S RUBLE ST,12,11,1235,39308
034XX N ORIOLE AVE,16,38,1631,39309
126XX S INDIANA AVE,5,9,532,39310
025XX W 66TH ST,8,17,832,39311
